id,text,category
1414241220000456706,La @UEFAcom_es condena a #Hungría 🇭🇺 por supuestas prácticas contra Comunidad #LGTBI y por no apadrinar sectarismo de movimiento comunista #BlackLivesMatter. Me pregunto: Qué hará con la homófoba #Turquía 🇹🇷 y su régimen antidemocrático?. Los felicitará?. #Hipócritas #LibertadSI,HS
1414217200966246402,"@CarlaAntonelli Perdón debería pedirnos la sociedad por tantos siglos de persecución y castigo a las personas #LGTBI No daremos un paso atrás ni bajaremos la mirada. Por las que cayeron por nosotras, por las que están dando la cara y por las que vendrán ✊🏼🏳️‍🌈",HS
1414197055992606727,"@Alvisepf @vox_es Vaya, vaya, los salvajes y violentos de la ultraizquierda, y los mierdas de los chiringuitos #LGTBI haciendo manifestaciones de becerros",NHS
1414185763953074178,"@CalandracasEl Más bien, debe ir dirigido a @PODEMOS, y a toda la extremaizquierda, que han traído el ODIO a la política y a las calles; además de utilizar, de manera bastarda, a los #LGTBI para hacer política cuando no les importan ""un carajo"".",NHS
1414183007813095425,@MPerfumado @jaralezo Busques donde busques solo encuentras ataques contra el colectivo y barbaridades. Casualidad que siempre son de Vox. A lo mejor es la emoción que les hace soltar lo primero que se les viene a la cabeza. #LGTBIfobia #lgtbi,NHS
1414165853998813189,"@PiensaThinkNow @MPerfumado José Vicente Aguilar, homosexual y concejal por #VOX: «No estamos en contra de las personas gays, transexuales, bisexuales ni heterosexuales, si no que estamos en contra de los chiringuitos que se montan para conseguir votos, y eso es lo que ustedes hacen».
#LGTBI",NHS
1414164845642108933,"@elisabeni @Ch3txu Ese tipo se discurso pone evidencia la necesidad de educar en cuestiones #LGTBI . Si alguien que se supone informada transmite esta idea propia de la ultra derecha ignorante, mal vamos.",HS
1414149183876083716,El Tribunal Supremo israelí da luz verde a la gestación subrogada de parejas del mismo sexo. #LGTBI,HS
1413996179545858049,"Pues si, hoy ha ganado el #Feminismo y la lucha #LGTBI Adiós @carmencalvo_  y @abalosmeco.",HS
1413963695416385538,"@ElHuffPost Algun@s quieren apropiarse de la palabra España para construir una utopia ultraderechista. Queridos, España somos todos nosotros, los de derecha, los de izquierda, el colectivo #LGTBI ,las señoras con moño, el del kiosko... somos las personas,y las personas somos diversas.",HS
1413948518025383941,"@zoidoJI Dentro de 24 años alguien tendrá que recordar a alguien #LGTBI en Hungría, al cual, con tu voto, has condenado a muerte",NHS
1413927270067146752,"@LeopoldoLopezG @EPPGroup También enviaron un memsaje de apoyo al gobierno homófobo de Hungría, que les seguirán dando alas en su persecución del colectivo #LGTBI",NHS
1413814171649646599,"@AnaToledo___ @sanchezcastejon @CarlaAntonelli Ya no por eso, por crear problemas y tensiones innecesarias en contra del buque insignia del PSOE, que es la ampliación de derechos y crear una sociedad más justa #LGTBI",HS
1413805015463088132,"@ivanalamarrana_ El problema es k al hacerte normativo dejas de ser tu mismo para k el mundo no #lgtbi te quiera y no te agreda. Pero vas a vivir una vida k no es la tuya ni vas a ser tu realmente. Es un ""amor"" tóxico. Por lo tanto,revisemos la #hipermasculinizacion del colectivo.",NHS
1413804362745491459,"@ivanalamarrana_ Se llama #transtornodestresspostraumatico y lo sufrimos entre otros la comunidad #lgtbi Pasa por recibir maltrato psiquico y/o fisico por ser #lgtbi ,es decir,por ser quien eres. La manera de afrontarlo para unos es visibilizarse y de otros hacerse normativos.",NHS
1413802950540111874,"@populares @cucagamarra La muerte de Samuel ""el chico de Galicia"" para @IdiazAyuso ha despertado en el colectivo #LGTBI  todos sus temores, que ya venían presentes por vosotros y vuestros socios de extrema derecha. Estáis difundiendo #odio desde la institución",NHS
1413802422577897476,"@Javierito321 La comunidad #LGTBI ha pasado de luchar por el respeto a sus derechos, a agredir a quienes no compartimos sus conceptos.
Algunos gobiernos son promotores y protectores de ello, pisoteando #DDHH y garantías.
La simbiosis poder político y LGBTI, es muy peligrosa.
#Libertad",NHS
1413766266419130373,"@CNNEE Lo que está pasando en España con los homófobos de ultraderecha me ha recordado los ataques de seguidores de #Trump contra el periodista de la #CNN, #AndersonCooper. El trumpismo ha llegado a España, un país que era un ejemplo de libertad para la comunidad #LGTBI.",NHS
1413755672873902081,@FilosofiaPolti @diossandra Lo dicho: los lgtbi son una panda de mamarrachos subvencionados ofendiditos #hipocresia #LGTBI #ofendiditos,NHS
1413646148024381442,"Dios que largo se me ha hecho volver a casa de noche solo y vivo en le centro
 Gracias por sembrar miedo al colectivo #LGTBI",NHS
1413617314612891651,A @zoidoJI Ayer en el #Europarlamento usted apoyó la discriminación al colectivo #LGTBI al negarse a votar a las sanciones a #Hungria y las normas #LGTBIfobicas de Orbán ¿Es usted #Homofobo? ¿Apoya usted la persecución del colectivo LGTBI?#PP #LGTBIfobia #JusticiaParaSamuel,NHS
1413611227457232901,"Recuerden sevillanos, vuestro exalcalde el facha de papada man @zoidoJI se abstuvo ayer en el @parlamentoUE en la ley homófoba húngara, donde nos llaman al colectivo #LGTBI pederastas. @ppandaluz @LgtbPSOESevilla @AdelanteSevilla",NHS
1413589767963414534,@PSOE En el fondo tienen la misma ideología y piensan lo mismo sobre los derechos del colectivo #LGTBI. @JavierMaroto eres simplemente un miserable.,NHS
1413581664069066752,"Que en tu pueblo quemen dos banderas #LGTBI , es que queda mucho trabajo pero hacer. #StopLGTBIfobia",NHS
1413565814914134027,@populares @montesinospablo Ustedes ayer apoyaron en el Europarlamento la persecución al colectivo #LGTBI de Orbán. En la línea de cuando se manifestaban aquí en #España con el foro de la familia. Ustedes son #LGTBIfobos y están apoyando y blanqueando a partidos que fomentan los delitos de odio.,NHS
1413554200752103433,"No señor,  no está de moda ser una persona trans, si usted ve como moda ser acosado, abusado en todos los sentidos posible donde se puede llegar a morir asesinado o a un suicidio, Si don Carlos eso en definitiva muestra su ignorancia y poca empatia 🤡
#LGTBI #TRANSFOBIA",NHS
1413517352583540736,"@albertdomenech No podemos callar  estas injusticias #LGTBI+Q 
#STOPVIOLENCIA
Da igual tu género .
Da igual tu clase social .
Da igual ser joven o viejo. 
Da igual tus discapacidades. 
Da igual tu partido político, tu religión. 
Da igual tu raza.
Da igual que sea un pájaro qué un león. 
🚫🚫",HS
1413484176511275011,"Declaran acusados de homicidio. Eso no es involuntario, una jauría humana apaleando a una persona no es un accidente. Los amigos de Samuel Luiz y el colectivo #LGTBI deben hacer presión. Huele muy mal. #LasCosasClaras164 #JusticiaParaSamuel",HS
1413481785745240067,"@Darth_Sidious3 @News_lezo Llevo mucho diciendo que la proxima letra agregada al acrostico #LGTBI sera la P. De pederastas y poligamos (los musulmanes ya sabe, son sus costumbres).",NHS
1413478931206787076,"@VOX_Europa_ @vox_es @MazalyAguilar #soygayvotoVox porque SON LOS ÚNICOS QUE VAN A GARANTIZAR MI LIBERTAD SEXUAL Y SOBRE TODO DE PENSAMIENTO! LOS #LGTBI SOLO BUSCAN EL DINERO 💰! Que luchen en defensa de los gsys de países que aún los persiguen!! AQUÍ ESTÁ TODO HECHO,QUE SE DEJEN DE MENTIR!",NHS
1413466799623004160,@el_pais Es el resultado de blanquear la #LGTBIfobia en el parlamento. Ayer @populares en la Eurocámara (a excpción de Pons) se negaron a votar a favor de cortar los fondos a Hungría apoyando la deriva #homofoba de Orbán y la persecución al colectivo #LGTBI,NHS
1413465854382063618,"A los zurdos que critican las leyes LGTBI de Hungría, dejad de meteros en las mierdas de los demás, no sabéis manejar vuestro propio país y estáis como para darle lecciónes de Gobierno a Hungría, anda y que os den
#LGTBI #Hungria",NHS
1413464122881048578,"#solos9j
Opino como inma
No le tengo miedo a la muerte y menos en 1 vida de mierda en la q vivimos.. Para mí la muerte es la corrección a lo q tendría q haber pasado : no nacer... Las personas #lgtbi a lo largo de miles de años han venido para sufrir 
#justiciaparasamuel",NHS
1413463786841772033,"@el_pais 1- La unión europea no se fundó para adoctrinar menores.
2- los menores tienen derecho de descubrir su sexualidad progresivamente a medida se lo pida su cambio hormonal
3- el #globalismo busca no haya más personas. Apoya y financia el aborto, #LGTBI  , #eutanasia #Agenda2030",HS
1413463382045470722,"Ayer,  los Eurodiputados de @populares
  @jazarzalejos
  @GabrielMatoA
  @TonoEPP
  @LeopoldoLopezG
 @delcastillop
 @IsabelBenjumea
 y @DolorsMM
 dieron en el #Europarlamento su apoyo implícito a la persecución del colectivo #LGTBI en #Hungria #PP #LGTBIfobia #justiciaparasamuel",NHS
1413458739722661890,@populares @zoidoJI @pablocasado_ Ayer en el #Europarlamento ustedes a honrosa excepción de @gonzalezpons  apoyaron la discriminación al colectivo #LGTBI al negarse a votar a  sanciones a la #Hungria  #LGTBIfobica de Orbán ¿Apoyan ustedes la persecución del colectivo LGTBI?#PP #LGTBIfobia #JusticiaParaSamuel,NHS
1413447211778666497,"Valiente justicia hay en España,te insultan por MARICON y MORO,Y TE PEGAN, Y LOS DEJAN ABSUELTOS A PARTE DE ELLOS, así pasa lo que pasa.
#LGTBIfobia #LGTBI  #LGTBIQ #JusticiaPorSamuel #racismo #racism",NHS
1413428909916426240,"No confundamos gobernantes con habitantes, la comunidad #LGTBI de #Hungria es valiente y planta cara a la politica homofoba de Viktor Orbán. La @EU_Commission tambien se pone las pilas en defensa de los rerechos del colectivo y contra la #LGTBIfobia. Juntos somos mas fuertes. 🌹",HS
1413425603525627905,"“TANTOS AÑOS PARA SALIR DEL ARMARIO, PARA QUE EN UNA NOCHE ME METAN EN UN ATAÚD “

#StopHomofobia #StopLGTBIfobia #justiciaparasamuel #JusticiaPorSamuel #LGTBQ #lgtbi #LGTBIfobia",NHS
1413411130349867009,"Amigos #LGTBI  de la cárcel se sale! Del cementerio no! Fuera contemplaciones, si os atacan, a matar ya esta bien!",NHS
1413397139330306050,"@EmbEspIran Ha sido la semana del orgullo gay... ¿Dónde está el apoyo a los LGTB iraníes de esta embajada? Ayyyy pájaros, que en Irán nos os da juego la banderita, os da problemas y preferís no sentiros ""orgullosos"" ¡Sinvergüenzas! #LGTBI #LGTBIfobia #LGTBQ #IranProtests",NHS
1413370398457139206,"Friendly reminder: las personas #LGTBI, al igual que todas las demás, tenemos derecho de legítima defensa.",HS
1413231027527557125,"Ser #LGTBI significa persecución, desde antes de reconocerse en esas siglas. La camaradería del sistema se hace fuerte para insultarte, agredirte y hacerte bullying en las aulas. No conozco ni una sola persona en el colectivo que no lo haya sufrido. Nos tendrán de frente!",NHS
1413219797358321668,"Que fuerte la Ley que ha sacado Hungría contra el colectivo #LGTBI 
Que actualmente haya países que no dejen a las personas ser lo que ellos quieran ser me parece tan tan….mejor me lo ahorro",HS
